timestamp,batch_id,pH,temperature_C,metal_feed_rate,aa_feed_rate,mixer_rpm,event,alarm,calibration_status,product_yield_kg,batch_release_decision,post_maintenance_verification,operator_notes,handoff_to_rnd,handoff_to_ops,handoff_to_leadership
2026-03-21 09:47:00,BATCH-002,5.57,62.72,0.2,0.15,163,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:48:00,BATCH-002,5.58,61.28,0.23,0.025,154,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:49:00,BATCH-002,5.59,61.46,0.26,0.05,157,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:50:00,BATCH-002,5.6,61.64,0.14,0.075,160,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:51:00,BATCH-002,5.61,61.82,0.17,0.1,163,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:52:00,BATCH-002,5.55,62.0,0.2,0.125,154,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:53:00,BATCH-002,5.56,62.18,0.23,0.15,157,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:54:00,BATCH-002,5.57,62.36,0.26,0.025,160,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:55:00,BATCH-002,5.58,62.54,0.14,0.05,163,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:56:00,BATCH-002,5.59,62.72,0.17,0.075,154,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:57:00,BATCH-002,5.6,61.28,0.2,0.1,157,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:58:00,BATCH-002,5.61,61.46,0.23,0.125,160,,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-21 09:59:00,BATCH-002,5.55,61.64,0.26,0.15,163,Batch end,,OK,48.9,Released,Verified stable before release,Slight pH drift early but recovered. No impact seen at release.,Compare slight early pH drift against yield and complex quality results.,Watch early acid/base correction response.,Minor deviation managed within process.
2026-03-22 08:00:00,BATCH-003,5.52,62.28,0.14,0.025,174,Batch start,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:01:00,BATCH-003,5.53,62.46,0.17,0.05,177,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:02:00,BATCH-003,5.54,62.64,0.2,0.075,180,,,VERIFIED,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:03:00,BATCH-003,5.55,62.82,0.23,0.1,183,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:04:00,BATCH-003,5.56,63.0,0.26,0.125,174,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:05:00,BATCH-003,5.57,63.18,0.14,0.15,177,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:06:00,BATCH-003,5.58,63.36,0.17,0.025,180,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:07:00,BATCH-003,5.52,63.54,0.2,0.05,183,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:08:00,BATCH-003,5.53,63.72,0.23,0.075,174,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:09:00,BATCH-003,5.54,62.28,0.26,0.1,177,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:10:00,BATCH-003,5.55,62.46,0.14,1.025,180,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:11:00,BATCH-003,5.56,62.64,0.17,1.05,183,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:12:00,BATCH-003,5.57,62.82,0.2,0.925,174,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:13:00,BATCH-003,5.58,63.0,0.23,0.95,177,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:14:00,BATCH-003,5.52,63.18,0.26,0.975,180,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:15:00,BATCH-003,5.53,63.36,0.14,1.0,183,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:16:00,BATCH-003,5.54,63.54,0.17,1.025,174,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:17:00,BATCH-003,5.55,63.72,0.2,1.05,177,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:18:00,BATCH-003,5.56,62.28,0.23,0.925,180,Amino acid feed start,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:19:00,BATCH-003,5.57,62.46,0.26,0.95,183,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:20:00,BATCH-003,5.58,62.64,1.14,0.975,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:21:00,BATCH-003,5.52,62.82,1.17,1.0,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:22:00,BATCH-003,5.53,63.0,1.2,1.025,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:23:00,BATCH-003,5.54,63.18,1.23,1.05,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:24:00,BATCH-003,5.55,63.36,1.26,0.925,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:25:00,BATCH-003,5.56,63.54,1.14,0.95,217,Metal feed start,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:26:00,BATCH-003,5.57,63.72,1.17,0.975,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:27:00,BATCH-003,5.58,62.28,1.2,1.0,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:28:00,BATCH-003,5.52,62.46,1.23,1.025,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:29:00,BATCH-003,5.53,62.64,1.26,1.05,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:30:00,BATCH-003,5.54,62.82,1.14,0.925,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:31:00,BATCH-003,5.55,63.0,1.17,0.95,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:32:00,BATCH-003,5.56,63.18,1.2,0.975,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:33:00,BATCH-003,5.57,63.36,1.23,1.0,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:34:00,BATCH-003,5.58,63.54,1.26,1.025,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:35:00,BATCH-003,5.52,63.72,1.14,1.05,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:36:00,BATCH-003,5.53,62.28,1.17,0.925,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:37:00,BATCH-003,5.54,62.46,1.2,0.95,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:38:00,BATCH-003,5.55,62.64,1.23,0.975,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:39:00,BATCH-003,5.56,62.82,1.26,1.0,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:40:00,BATCH-003,5.57,63.0,1.14,1.025,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:41:00,BATCH-003,5.58,63.18,1.17,1.05,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:42:00,BATCH-003,5.52,63.36,1.2,0.925,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:43:00,BATCH-003,5.53,63.54,1.23,0.95,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:44:00,BATCH-003,5.54,63.72,1.26,0.975,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:45:00,BATCH-003,5.55,62.28,1.14,1.0,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:46:00,BATCH-003,5.56,62.46,1.17,1.025,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:47:00,BATCH-003,5.57,62.64,1.2,1.05,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:48:00,BATCH-003,5.58,62.82,1.23,0.925,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:49:00,BATCH-003,5.52,63.0,1.26,0.95,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:50:00,BATCH-003,5.53,63.18,1.14,0.975,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:51:00,BATCH-003,5.54,63.36,1.17,1.0,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:52:00,BATCH-003,5.55,65.04,1.2,1.025,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:53:00,BATCH-003,5.56,65.22,1.23,1.05,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:54:00,BATCH-003,5.57,63.78,1.26,0.925,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:55:00,BATCH-003,5.58,63.96,1.14,0.95,223,,TEMP HIGH,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:56:00,BATCH-003,5.52,64.14,1.17,0.975,214,,TEMP HIGH,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:57:00,BATCH-003,5.53,64.32,1.2,1.0,217,,TEMP HIGH,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:58:00,BATCH-003,5.54,64.5,1.23,1.025,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 08:59:00,BATCH-003,5.55,64.68,1.26,1.05,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:00:00,BATCH-003,5.56,64.86,1.14,0.925,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:01:00,BATCH-003,5.57,65.04,1.17,0.95,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:02:00,BATCH-003,5.58,65.22,1.2,0.975,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:03:00,BATCH-003,5.52,63.78,1.23,1.0,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:04:00,BATCH-003,5.53,62.46,1.26,1.025,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:05:00,BATCH-003,5.54,62.64,1.14,1.05,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:06:00,BATCH-003,5.55,62.82,1.17,0.925,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:07:00,BATCH-003,5.56,63.0,1.2,0.95,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:08:00,BATCH-003,5.57,63.18,1.23,0.975,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:09:00,BATCH-003,5.58,63.36,1.26,1.0,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:10:00,BATCH-003,5.52,63.54,0.14,1.025,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:11:00,BATCH-003,5.53,63.72,0.17,1.05,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:12:00,BATCH-003,5.54,62.28,0.2,0.925,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:13:00,BATCH-003,5.55,62.46,0.23,0.95,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:14:00,BATCH-003,5.56,62.64,0.26,0.975,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:15:00,BATCH-003,5.57,62.82,0.14,0.1,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:16:00,BATCH-003,5.58,63.0,0.17,0.125,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:17:00,BATCH-003,5.52,63.18,0.2,0.15,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:18:00,BATCH-003,5.53,63.36,0.23,0.025,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:19:00,BATCH-003,5.54,63.54,0.26,0.05,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:20:00,BATCH-003,5.55,63.72,0.14,0.075,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:21:00,BATCH-003,5.56,62.28,0.17,0.1,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:22:00,BATCH-003,5.57,62.46,0.2,0.125,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:23:00,BATCH-003,5.58,62.64,0.23,0.15,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:24:00,BATCH-003,5.52,62.82,0.26,0.025,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:25:00,BATCH-003,5.53,63.0,0.14,0.05,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:26:00,BATCH-003,5.54,63.18,0.17,0.075,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:27:00,BATCH-003,5.55,63.36,0.2,0.1,223,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:28:00,BATCH-003,5.56,63.54,0.23,0.125,214,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:29:00,BATCH-003,5.57,63.72,0.26,0.15,217,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
2026-03-22 09:30:00,BATCH-003,5.58,62.28,0.14,0.025,220,,,OK,49.6,Review,Verified stable before release,Temperature spike alarm during reaction window. Reviewed and documented.,Evaluate whether temp spike affected reaction profile.,Review jacket control response and alarm handling.,Process remains usable with review of temperature control.
